"filename", "language", "JSON", "JavaScript", "Markdown", "HTML", "TypeScript", "TypeScript React", "Shell Script", "CSS", "Groovy", "Docker", "YAML", "comment", "blank", "total"
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\App.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 5, 18, 112
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\App.tsx", "TypeScript React", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 10, 13, 98
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AggregateInfoBox\AggregateInfoBox.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 1, 6, 38
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AggregateInfoBox\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 7, 8, 117
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AggregateInfoBox\test\AggregateInfoBox.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 10, 23, 146
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationFilterForm\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 9, 12, 97
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationFilterForm\test\AnnotationFilterForm.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 35, 59, 391
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationFilterForm\useAnnotationValues.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 9, 7, 57
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationHierarchy\AnnotationHierarchy.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 4, 6, 30
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationHierarchy\HierarchyListItem.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationHierarchy\HierarchyListItem.tsx", "TypeScript React", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 3, 6, 42
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationHierarchy\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 7, 42
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationList\AnnotationList.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 8, 20, 103
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationList\AnnotationListItem.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationList\AnnotationListItem.tsx", "TypeScript React", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 7, 8, 65
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationList\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 13, 14, 128
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationList\test\AnnotationList.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 23, 20, 213
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationSidebar\AnnotationFilter.tsx", "TypeScript React", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 9, 12, 80
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationSidebar\AnnotationSidebar.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 3, 17
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationSidebar\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 11, 11, 67
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationSidebar\selectors.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 4, 57
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\AnnotationSidebar\test\selectors.test.ts", "TypeScript", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 14, 96
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ContextMenu\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 5, 40
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ContextMenu\items.ts", "TypeScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 8, 5, 111
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ContextMenu\test\ContextMenu.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 7, 10, 68
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\DirectoryTree.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 9, 49
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\DirectoryTreeNode.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 3, 12, 64
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\DirectoryTreeNode.tsx", "TypeScript React", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 13, 12, 103
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\DirectoryTreeNodeHeader.tsx", "TypeScript React", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 16, 15, 128
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\RootLoadingIndicator.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\RootLoadingIndicator.tsx", "TypeScript React", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\directory-hierarchy-state.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 23, 11, 99
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 19, 10, 93
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\selectors.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\test\DirectoryTree.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 367, 0, 0, 0, 0, 0, 43, 68, 478
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\test\utils.test.ts", "TypeScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 3, 5, 63
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DirectoryTree\useDirectoryHierarchy.tsx", "TypeScript React", 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 36, 31, 290
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DnDList\DnDList.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 4, 4, 22
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DnDList\DnDList.tsx", "TypeScript React", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 5, 9, 115
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DnDList\DnDListItem.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 5, 5, 32
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DnDList\DnDListItem.tsx", "TypeScript React", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 3, 6, 40
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\DnDList\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\Download.tsx", "TypeScript React", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 5, 10, 71
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\FileAnnotationList.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 3, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\FileAnnotationList.tsx", "TypeScript React", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 8, 10, 84
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\FileAnnotationRow.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 4, 7, 33
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\FileAnnotationRow.tsx", "TypeScript React", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 4, 7, 61
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\FileDetails.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 5, 28, 148
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\Pagination.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\Pagination.tsx", "TypeScript React", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 3, 7, 99
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 14, 18, 205
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\test\Download.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 12, 17, 122
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\test\FileAnnotationList.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 4, 6, 70
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\test\FileDetails.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 7, 13, 69
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\useFileDetails.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 8, 9, 55
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileDetails\windowStateReducer.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 13, 5, 47
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileExplorerURLBar\FileExplorerURLBar.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 6, 31
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileExplorerURLBar\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 14, 14, 161
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileExplorerURLBar\test\FileExplorerURLBar.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 8, 11, 61
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\FileList.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 5, 25
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\FileListColumnPicker.tsx", "TypeScript React", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 9, 43
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\Header.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 5, 10, 54
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\Header.tsx", "TypeScript React", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 7, 11, 121
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\LazilyRenderedRow.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 3, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\LazilyRenderedRow.tsx", "TypeScript React", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 7, 13, 89
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 15, 18, 153
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\test\Header.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 12, 14, 190
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\test\LazilyRenderedRow.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 6, 13, 92
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\useFileAccessContextMenu.ts", "TypeScript", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 9, 7, 107
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileList\useFileSelector.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 13, 7, 68
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileMetadataSearchBar\FileMetadataSearchBar.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 7, 36
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileMetadataSearchBar\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 10, 13, 164
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileMetadataSearchBar\test\FileMetadataSearchBar.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 18, 21, 182
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileRow\Cell.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileRow\Cell.tsx", "TypeScript React", 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 31, 38, 244
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileRow\FileRow.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 5
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileRow\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 5, 9, 61
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileThumbnail\FileThumbnail.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FileThumbnail\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 4, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FilterDisplayBar\FilterDisplayBar.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 6, 31
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FilterDisplayBar\FilterMedallion.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 2, 10, 52
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FilterDisplayBar\FilterMedallion.tsx", "TypeScript React", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 8, 12, 109
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FilterDisplayBar\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 4, 8, 55
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\FilterDisplayBar\test\FilterDisplayBar.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 14, 16, 175
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\HeaderRibbon\CollectionControl.tsx", "TypeScript React", 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 12, 23, 279
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\HeaderRibbon\HeaderRibbon.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 2, 16, 110
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\HeaderRibbon\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 6, 43
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\HeaderRibbon\test\CollectionControl.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 15, 19, 148
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\HeaderRibbon\test\HeaderRibbon.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 4, 38
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ListPicker\ListPicker.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 5, 37
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ListPicker\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 11, 18, 140
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\ListPicker\test\ListPicker.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 15, 16, 103
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\AnnotationSelector\AnnotationSelector.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 6, 33
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\AnnotationSelector\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 5, 10, 78
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\BaseModal\BaseModal.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 6, 11, 59
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\BaseModal\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 4, 7, 66
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\CollectionForm\CollectionForm.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 15, 71
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\CollectionForm\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 0, 5, 17, 281
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\CollectionForm\test\CollectionForm.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 22, 32, 285
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\CsvManifest\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 4, 7, 60
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\CsvManifest\test\CsvManifest.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 9, 22, 171
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\PythonSnippet\PythonSnippet.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\PythonSnippet\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 8, 10, 90
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\PythonSnippet\test\PythonSnippet.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 4, 7, 55
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 7, 44
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\selectors.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 6, 4, 41
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\Modal\test\selectors.test.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 6, 9, 67
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\SearchableDropdown\SearchableDropdown.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 2, 17
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\SearchableDropdown\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 7, 66
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\SearchableDropdown\test\SearchableDropdown.test.tsx", "TypeScript React", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 7, 11, 86
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\StatusMessage\StatusMessage.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\StatusMessage\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 4, 9, 109
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\SvgIcon\SvgIcon.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\SvgIcon\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 4, 6, 49
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\WindowActionButton\WindowActionButton.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\components\WindowActionButton\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 10, 11, 86
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\constants\README.md", "Markdown", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
