"filename", "language", "JSON", "JavaScript", "Markdown", "HTML", "TypeScript", "TypeScript React", "Shell Script", "CSS", "Groovy", "Docker", "YAML", "comment", "blank", "total"
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\constants\index.ts", "TypeScript", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 3, 6, 67
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\boolean-formatter.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 7, 32
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\date-formatter.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 8, 3, 28
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\date-time-formatter.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\duration-formatter.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\identity-formatter.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\index.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 5, 4, 44
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\number-formatter.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\AnnotationFormatter\test\formatters.test.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 11, 26, 126
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\Annotation\index.ts", "TypeScript", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 27, 20, 118
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\Annotation\mocks.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\Annotation\test\annotation.test.ts", "TypeScript", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 5, 18, 146
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileDetail\index.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 49, 11, 88
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileDetail\mocks.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileExplorerURL\index.ts", "TypeScript", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 20, 16, 185
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileExplorerURL\test\fileexplorerurl.test.ts", "TypeScript", 0, 0, 0, 0, 527, 0, 0, 0, 0, 0, 0, 48, 53, 628
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileFilter\index.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 9, 49
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileFolder\index.ts", "TypeScript", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 50, 19, 152
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileFolder\test\filefolder.test.ts", "TypeScript", 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 41, 44, 264
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileSelection\index.ts", "TypeScript", 0, 0, 0, 0, 368, 0, 0, 0, 0, 0, 0, 137, 67, 572
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileSelection\test\FileSelection.test.ts", "TypeScript", 0, 0, 0, 0, 666, 0, 0, 0, 0, 0, 0, 136, 132, 934
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileSet\index.ts", "TypeScript", 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 56, 34, 210
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileSet\test\FileSet.test.ts", "TypeScript", 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 1, 21, 177
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\FileSort\index.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 5, 29
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\NumericRange\index.ts", "TypeScript", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 32, 39, 224
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\NumericRange\test\NumericRange.test.ts", "TypeScript", 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 59, 71, 482
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\entity\RestServiceResponse\index.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 4, 8, 40
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\errors\DownloadFailure.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\errors\IndexError.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 1, 11
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\errors\ValueError.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 1, 13
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\errors\index.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\hooks\useLayoutMeasurements.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 7, 47
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\icons\index.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 12, 3, 21
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\AnnotationService\index.ts", "TypeScript", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 21, 18, 126
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\AnnotationService\test\AnnotationService.test.ts", "TypeScript", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 4, 21, 183
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\ApplicationInfoService\ApplicationInfoServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\ApplicationInfoService\index.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 12, 3, 20
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\CsvService\index.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 7, 38
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\DatasetService\index.ts", "TypeScript", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 21, 22, 140
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\DatasetService\test\DatasetService.test.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 11, 19, 119
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\ExecutionEnvService\ExecutionEnvServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 8, 35
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\ExecutionEnvService\index.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 44, 9, 65
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileDownloadService\FileDownloadServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 5, 27
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileDownloadService\index.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 13, 6, 47
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileService\index.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 19, 19, 123
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileService\test\FileService.test.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 3, 11, 98
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileViewerService\FileViewerServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\FileViewerService\index.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 12, 2, 18
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\HttpServiceBase\index.ts", "TypeScript", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 29, 44, 257
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\HttpServiceBase\test\HttpServiceBase.test.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 8, 44
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\NotificationService\NotificationServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\NotificationService\index.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 15, 3, 23
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\PersistentConfigService\PersistentConfigServiceNoop.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\PersistentConfigService\index.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 15, 6, 43
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\services\index.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\README.md", "Markdown", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 94
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\index.ts", "TypeScript", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 3, 13, 75
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\actions.ts", "TypeScript", 0, 0, 0, 0, 522, 0, 0, 0, 0, 0, 0, 145, 92, 759
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\index.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\logics.ts", "TypeScript", 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 62, 53, 716
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\reducer.ts", "TypeScript", 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 4, 6, 198
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\selectors.ts", "TypeScript", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 9, 9, 106
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\test\logics.test.ts", "TypeScript", 0, 0, 0, 0, 1441, 0, 0, 0, 0, 0, 0, 90, 115, 1646
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\interaction\test\reducer.test.ts", "TypeScript", 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 13, 15, 148
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\actions.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 22, 15, 81
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\index.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\logics.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 8, 8, 76
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\reducer.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\selectors.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 6, 32
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\test\logics.test.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 6, 14, 109
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\metadata\test\selectors.test.ts", "TypeScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 3, 5, 64
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\actions.ts", "TypeScript", 0, 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 112, 66, 487
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\index.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\logics.ts", "TypeScript", 0, 0, 0, 0, 357, 0, 0, 0, 0, 0, 0, 67, 39, 463
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\reducer.ts", "TypeScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 7, 14, 178
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\selectors.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 2, 7, 60
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\test\logics.test.ts", "TypeScript", 0, 0, 0, 0, 869, 0, 0, 0, 0, 0, 0, 80, 94, 1043
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\test\reducer.test.ts", "TypeScript", 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 41, 49, 389
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\state\selection\test\selectors.test.ts", "TypeScript", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 18, 20, 128
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\styles\README.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 104
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\styles\css-modules.d.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\styles\global.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 5, 28
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\util\strings.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 8, 4, 23
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\core\util\test\strings.test.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 9, 11, 41
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\.mocharc.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 12
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\package.json", "JSON", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 87
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\scripts\set-env-vars.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\scripts\start-dev.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 105
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\scripts\test-env-setup.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\global.d.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 6
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\index.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 17, 22, 128
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\init-electron-store.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\menu\data-source.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 1, 5, 59
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\menu\index.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 6, 25
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\main\menu\settings.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\renderer\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 4, 12, 117
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\ApplicationInfoServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 5, 10, 60
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\ExecutionEnvServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 14, 26, 218
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\FileDownloadServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 314, 0, 0, 0, 0, 0, 0, 22, 39, 375
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\FileViewerServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 6, 7, 49
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\NotificationServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 2, 8, 53
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\PersistentConfigServiceElectron.ts", "TypeScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 5, 12, 125
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\file-viewer-strategy\ViewerStrategy.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 2, 9
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\file-viewer-strategy\defaultViewerStrategy.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 8, 6, 27
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\file-viewer-strategy\fijiViewerStrategy.ts", "TypeScript", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 24, 12, 110
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\file-viewer-strategy\macViewerStrategy.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 8, 6, 27
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\file-viewer-strategy\systemDefaultViewerStrategy.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 11, 8, 53
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\test\ApplicationInfoServiceElectron.test.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 10, 16, 98
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\test\ExecutionEnvElectron.test.ts", "TypeScript", 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 46, 57, 384
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\test\FileDownloadServiceElectron.test.ts", "TypeScript", 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 39, 63, 409
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\test\FileViewerServiceElectron.test.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 13, 73
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\services\test\PersistentConfigServiceElectron.test.ts", "TypeScript", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 27, 29, 159
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\src\util\constants.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 4, 23
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\webpack\constants.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\webpack\index.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\webpack\plugins.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\webpack\webpack.main.config.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\desktop\webpack\webpack.renderer.config.js", "JavaScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 105
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\.mocharc.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 8
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\package.json", "JSON", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\scripts\bust-cloudfront-cache.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 5, 12
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\scripts\package-for-publish.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 42
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\scripts\publish-to-artifactory.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\src\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\src\test\index.test.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\webpack\constants.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\webpack\index.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\webpack\plugins.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\brian\code\work\aics-fms-file-explorer-app\packages\web\webpack\webpack.config.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 88
"c:\Users\brian\code\work\aics-fms-file-explorer-app\scripts\babel-register.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 15
"c:\Users\brian\code\work\aics-fms-file-explorer-app\scripts\css-modules-register.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 11
"c:\Users\brian\code\work\aics-fms-file-explorer-app\scripts\jsdom-register.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 60
"c:\Users\brian\code\work\aics-fms-file-explorer-app\scripts\setup-fluentui.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\brian\code\work\aics-fms-file-explorer-app\tsconfig.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"Total", "-", 30768, 857, 315, 156, 12609, 6367, 3, 1290, 115, 30, 53, 2900, 3520, 58983
